course,instructor,quarter,year,A,nLetterStudents
WRIT    105SW,PETTERSSON PE,Winter,2025,17,25
WRIT    105SW,STANSELL A,Winter,2025,19,42
WRIT    105SW,YAMBOLIEV K I,Winter,2025,5,19
WRIT    105WE,GILBERT P,Winter,2025,11,18
WRIT    107A,JOHNSON J K,Winter,2025,8,18
WRIT    107B,ERNST B C,Winter,2025,11,25
WRIT    107B,MCHUGH P,Winter,2025,19,23
WRIT    107DJ,CHAJDAS T W,Winter,2025,17,22
WRIT    107EP,NIKITYN D,Winter,2025,0,23
WRIT    107J,CHAJDAS T W,Winter,2025,21,25
WRIT    107J,HIRSCH S A,Winter,2025,13,23
WRIT    107L,BAILLARGEON K,Winter,2025,37,47
WRIT    107L,DONELAN J H,Winter,2025,8,22
WRIT    107M,HIRSCH S A,Winter,2025,8,24
WRIT    107T,BREECE M J,Winter,2025,23,25
WRIT    109ED,SAUR E H,Winter,2025,17,24
WRIT    109F,SAMUELS R D,Winter,2025,4,40
WRIT    109HP,HARRIS D R,Winter,2025,32,45
WRIT    109HP,HOUSER V G,Winter,2025,22,25
WRIT    109HP,SCHRANCK J B,Winter,2025,25,25
WRIT    109HU,D'ANCA C,Winter,2025,4,24
WRIT    109HU,HAMMER L M,Winter,2025,3,7
WRIT    109HU,MCHUGH P,Winter,2025,18,22
WRIT    109ST,ZHANG G,Winter,2025,17,18
WRIT    124,MORRIS N S,Winter,2025,2,5
WRIT    131B,HUK P M,Winter,2025,23,23
WRIT    151A,COTICH C,Winter,2025,9,25
WRIT    152A,MORRIS N S,Winter,2025,14,23
WRIT    153A,COKLIN L,Winter,2025,18,25
WRIT    155A,SORAPURE M I,Winter,2025,19,25
WRIT    157A,GENOVA G L,Winter,2025,11,25
WRIT    159A,SMITH K A,Winter,2025,17,24
WRIT W  107WC,BROWN KARA,Winter,2025,15,23
ANTH    235B,JARADA M M,Winter,2025,2,5
ANTH    241,BODDY A M,Winter,2025,0,0
ANTH    245A,VANDERWARKER,Winter,2025,8,8
ANTH    252,HOELLE J A,Winter,2025,6,7
ART     244,BRADY S R,Winter,2025,10,10
ARTHI   263,SORKIN JENNI,Winter,2025,11,13
AS AM   200,PARK L S,Winter,2025,6,6
BIOE    212,DEWEY M J,Winter,2025,7,12
BIOE    220B,STOWERS R S,Winter,2025,3,7
BIOE    225,MILLS C E,Winter,2025,0,0
BIOE    230B,MILLS C E,Winter,2025,0,0
BIOE    240,VISELL Y,Winter,2025,13,19
BIOE    250AD,YEUNG E H,Winter,2025,3,5
BIOE    299,PRUITT B,Winter,2025,7,7
BL ST   206,CHAPMAN D A,Winter,2025,7,8
C LIT   200,OFFERT F,Winter,2025,4,5
CH E    220A,HELGESON M E,Winter,2025,11,16
CH E    230D,SHELL M S,Winter,2025,14,15
CH E    240A,MEFFORD J T,Winter,2025,7,17
CH E    290,SHELL M S,Winter,2025,0,0
CH E    291,CHMELKA B F,Winter,2025,0,0
CH E    291,GORDON M J,Winter,2025,0,0
CH E    291,O'MALLEY M A,Winter,2025,0,0
CH E    291,SCOTT S L,Winter,2025,0,0
CH E    291,SEGALMAN R A,Winter,2025,0,0
CH E    291,SHELL M S,Winter,2025,0,0
CH E    594,SCOTT S L,Winter,2025,7,7
CH ST   200C,HURTADO A,Winter,2025,0,11
CH ST   265,HURTADO A,Winter,2025,6,6
CH ST   501,HURTADO A,Winter,2025,0,0
CHEM    259EE,HAI Y,Winter,2025,6,6
CHEM    268B,ABU-OMAR M,Winter,2025,4,8
CHEM    273,WILSON J J,Winter,2025,2,7
CHEM    286,HAYTON T W,Winter,2025,5,13
CHEM    290,HAYTON T W,Winter,2025,6,10
CHEM    290,NGUYEN T T,Winter,2025,10,10
CLASS   212,LINDHEIM S H,Winter,2025,0,0
CLASS   232,LAMAR A,Winter,2025,3,5
CMPSC   209,SU J,Winter,2025,3,13
CMPSC   225,YU Q,Winter,2025,5,6
CMPSC   263,KRINTZ C,Winter,2025,45,47
CMPSC   267,BULTAN T,Winter,2025,4,8
CMPSC   271,EL ABBADI A,Winter,2025,18,34
CMPSC   291A,BEYELER M,Winter,2025,11,34
CMPSC   291G,GUO W,Winter,2025,5,24
CMPSC   291I,PREISS J A,Winter,2025,7,34
CMPSC   292F,SINGH A K,Winter,2025,28,31
CMPSC   292H,NIU M Y,Winter,2025,0,5
CMPSC   293G,KRUEGEL C I,Winter,2025,13,13
CMPSC   502,LOKSHTANOV D,Winter,2025,0,0
CMPSC   595N,GUPTA A,Winter,2025,0,0
CNCSP   216,KRUEGER N,Winter,2025,26,26
CNCSP   223B,JIMERSON S R,Winter,2025,19,19
CNCSP   257B,ORTIZ A,Winter,2025,9,9
CNCSP   260B,CONSOLI A J,Winter,2025,0,0
CNCSP   261,KRUEGER N,Winter,2025,9,9
CNCSP   262B,DOWDY E T,Winter,2025,4,10
CNCSP   262C,FELIX E D,Winter,2025,14,14
CNCSP   271A,BARNETT M L,Winter,2025,0,0
CNCSP   271B,THOMPSON M E,Winter,2025,0,0
CNCSP   274B,ORTIZ A,Winter,2025,6,6
CNCSP   274E,GOODWIN J W,Winter,2025,0,0
CNCSP   275,GOODWIN J W,Winter,2025,0,0
CNCSP   279B,BARNETT M L,Winter,2025,0,0
COMM    204B,METZGER M J,Winter,2025,2,8
COMM    207,MEROLLA A J,Winter,2025,11,12
COMM    255,KAM J A,Winter,2025,7,7
COMM    505,ELDER K,Winter,2025,0,0
COMM    505,LANE D S,Winter,2025,0,0
COMM    594CM,WALTHER J B,Winter,2025,6,11
DYNS    592,SMITH S L,Winter,2025,0,0
EACS    215,FRUHSTUCK S,Winter,2025,3,11
EARTH   201B,MORELL K D,Winter,2025,6,7
EARTH   231,MATOZA R S,Winter,2025,1,6
EARTH   254,EILON Z C,Winter,2025,0,0
EARTH   255,EILON Z C,Winter,2025,0,3
EARTH   260,JI C,Winter,2025,0,0
EARTH   266,RAVEN M R,Winter,2025,7,10
EARTH   270MR,RAVEN M R,Winter,2025,5,5
EARTH   270RR,RUDNICK R L,Winter,2025,0,0
EARTH   276,WELDEAB S,Winter,2025,1,6
ECE     205,YU Q,Winter,2025,6,9
ECE     215A,SPECK J S,Winter,2025,4,8
ECE     218B,BUCKWALTER J,Winter,2025,4,14
ECE     220B,PALMSTROM C J,Winter,2025,3,7
ECE     221A,GUPTA G,Winter,2025,4,20
ECE     225,BANERJEE K,Winter,2025,4,19
ECE     227A,KLAMKIN J,Winter,2025,3,14
ECE     228B,BLUMENTHAL D,Winter,2025,9,11
ECE     229,TEEL A R,Winter,2025,5,16
ECE     240,ALIZADEH M,Winter,2025,7,21
ECE     241,GIBSON J D,Winter,2025,9,13
ECE     254B,PARHAMI B,Winter,2025,4,10
ECE     256C,BREWER F,Winter,2025,2,6
ECE     271A,MOSTOFI Y C,Winter,2025,14,19
ECE     272B,WANG L C,Winter,2025,10,22
ECE     274,LI P,Winter,2025,5,20
ECE     277,ROSE K,Winter,2025,17,32
ECE     502,SCHOW C L,Winter,2025,0,0
ECE     594BB,JEONG H,Winter,2025,5,22
ECE     594BB,QIN YAO,Winter,2025,7,19
ECE     595E,MANJUNATH B S,Winter,2025,0,0
ECON    204B,RUPERT P,Winter,2025,5,10
ECON    210B,EYSTER E,Winter,2025,2,13
ECON    215H,MARTIN D,Winter,2025,10,10
ECON    241B,STEIGERWALD D,Winter,2025,4,11
ECON    245H,STEIGERWALD D,Winter,2025,7,12
ECON    245L,VAZQUEZ-BARE,Winter,2025,13,14
ECON    250E,KUHN P J,Winter,2025,6,7
ECON    250I,KUHN P J,Winter,2025,5,6
ECON    260G,MENG K C,Winter,2025,10,11
ECON    278A,OPREA R D,Winter,2025,5,5
ECON    278B,OPREA R D,Winter,2025,5,5
ECON    278H,MARTIN D,Winter,2025,7,7
ECON    290,DESCHENES O,Winter,2025,0,0
ECON    290,ESPONDA I,Winter,2025,0,0
ECON    290,FRECH H E,Winter,2025,0,0
ECON    290,KUHN P J,Winter,2025,0,0
ECON    290,MILLNER A M,Winter,2025,0,0
ECON    290,OPREA R D,Winter,2025,0,0
ECON    290,RUPERT P,Winter,2025,0,0
ECON    294,OPREA R D,Winter,2025,0,0
ECON    294,TAZHITDINOVA,Winter,2025,0,0
ED      200B,NYLUND K L,Winter,2025,0,0
ED      202B,KYRATZIS A,Winter,2025,3,5
ED      210D,KYRATZIS A,Winter,2025,5,6
ED      212,NYLUND K L,Winter,2025,0,0
ED      214B,MAUL A E,Winter,2025,20,20
ED      220,AZZAM T,Winter,2025,14,15
ED      221B,BIANCHINI J A,Winter,2025,6,9
ED      221EE,ARYA D J,Winter,2025,2,6
ED      229D,HOLDREN N R,Winter,2025,0,0
ED      229D,MORAN A S,Winter,2025,0,0
ED      253D,LEE J S,Winter,2025,1,11
ED      256,HARLOW D B,Winter,2025,7,7
ED      264C,FEDDERS A,Winter,2025,6,12
ED      265B,DEWAR T J,Winter,2025,0,0
ED      265B,FEDDERS A,Winter,2025,0,0
ED      265B,LOHWASSER K,Winter,2025,0,0
ED      265B,MALONE H S,Winter,2025,0,0
ED      265B,MEYER M N,Winter,2025,0,0
ED      265B,OXELSON E M,Winter,2025,0,0
ED      265B,SATTIN-BAJAJ,Winter,2025,0,0
ED      265B,SCALZO J N,Winter,2025,0,0
ED      284,MALONE H S,Winter,2025,5,5
ED      286C,VAN ES E A,Winter,2025,7,7
ED      322,MISHLER T R,Winter,2025,0,0
ED      322,PENNER K M,Winter,2025,0,0
ED      322,WHITAKER D R,Winter,2025,0,0
ED      323F,GALISKY J A,Winter,2025,8,8
ED      323F,HARVEY V A,Winter,2025,14,14
ED      340,HARVEY V A,Winter,2025,0,0
ED      360W,PFEIFER C A,Winter,2025,0,0
ED      361W,SCALZO J N,Winter,2025,26,26
ED      364,ITO R A,Winter,2025,10,13
ED      370,ELLIS B D,Winter,2025,0,0
ED      370,MEYER M N,Winter,2025,0,0
ED      370,OXELSON E M,Winter,2025,0,0
ED      381A,BOLIVAR J,Winter,2025,7,14
ED   E  341,DEWAR T J,Winter,2025,0,0
ED   E  371,DEWAR T J,Winter,2025,0,0
ED   HSS320W,BUMBY A K,Winter,2025,0,0
ED   HSS320W,ELLIS B D,Winter,2025,0,0
ED   HSS371,ESTABROOK J A,Winter,2025,0,0
ED   HSS371,MULLIN C D,Winter,2025,0,0
ED   LA 320W,WHITAKER D R,Winter,2025,46,49
ED   M  320,PASTERNAK M C,Winter,2025,17,18
ED   M  320,RODRIGUEZ L F,Winter,2025,19,19
ED   M  321,ROBERTS S A,Winter,2025,5,5
ED   M  371,SCAFIDE M E,Winter,2025,0,0
ED   S  320,HARLOW D B,Winter,2025,37,37
EDS     232,ROBBINS M J,Winter,2025,13,28
EDS     240,CSIK S,Winter,2025,8,35
EDS     241,GARBER A C,Winter,2025,8,27
EDS     296,CSIK S,Winter,2025,0,0
EDS     411A,GALAZ-GARCIA,Winter,2025,30,30
EEMB    242,BURKEPILE D E,Winter,2025,0,10
EEMB    242,STIER A C,Winter,2025,0,10
EEMB    290,YOUNG H S,Winter,2025,0,0
EEMB    502,EVEN T J,Winter,2025,0,0
EEMB    502,NGUYEN A T,Winter,2025,0,0
EEMB    590,MCCAULEY D J,Winter,2025,0,0
EEMB    590,YOUNG H S,Winter,2025,0,0
EEMB    595D,LOVE-ANDEREGG,Winter,2025,11,11
EEMB    595D,OONO R,Winter,2025,11,11
EEMB    595D,SCHIMEL J P,Winter,2025,11,11
EEMB    595TE,BRIGGS C J,Winter,2025,5,7
EEMB    595TE,PROULX S R,Winter,2025,5,7
ENGL    235,HUANG YU,Winter,2025,7,8
ENGL    236,JUE M C,Winter,2025,5,5
ENGL    591,BLURTON H F,Winter,2025,0,0
ESM     201,TILMAN G D,Winter,2025,42,75
ESM     204,MENG K C,Winter,2025,22,75
ESM     205,CHAKRABORTY J,Winter,2025,74,79
ESM     211,JERDE C L,Winter,2025,23,24
ESM     217,MACDONALD A J,Winter,2025,12,14
ESM     225,SNYDER C L,Winter,2025,12,20
ESM     231,COTTER E E,Winter,2025,9,11
ESM     244,GRIMES N G,Winter,2025,18,45
ESM     256B,COTTER E E,Winter,2025,8,8
ESM     260,LENIHAN H S,Winter,2025,10,15
ESM     262,TAGUE C,Winter,2025,10,19
ESM     263,REID S C,Winter,2025,61,62
ESM     273,GEYER R,Winter,2025,11,30
ESM     281,POTOSKI M,Winter,2025,14,15
ESM     283,LONG F J,Winter,2025,5,20
ESM     296,SHAFROTH W G,Winter,2025,18,24
ESM     401C,COSTELLO C J,Winter,2025,4,5
ESM     401C,DUDNEY J C,Winter,2025,5,5
ESM     401C,FREE C,Winter,2025,2,5
ESM     401C,HOLDEN P A,Winter,2025,3,5
ESM     401C,LENIHAN H S,Winter,2025,0,5
ESM     401C,MACDONALD A J,Winter,2025,5,5
ESM     401C,OLIVER R Y,Winter,2025,0,5
ESM     401C,POTOSKI M,Winter,2025,5,5
ESM     401C,QUINTANA A C,Winter,2025,4,5
ESM     401C,TAGUE C,Winter,2025,5,5
ESM     430,HALL M M,Winter,2025,0,0
ESM     438,PHILLIPS A A,Winter,2025,16,16
ESM     440B,LEOMBRUNI L V,Winter,2025,24,24
ESM     442,HODGES H E,Winter,2025,9,9
ESM     514,HALPERN B S,Winter,2025,11,11
ESM     595AL,LARSEN A E,Winter,2025,5,5
FAMST   226,SARKAR B,Winter,2025,0,5
FAMST   241,PARKS L A,Winter,2025,7,10
FEMST   225,RICHARDSON M,Winter,2025,4,5
FEMST   250AA,BORIS E C,Winter,2025,5,10
FEMST   270,OAKS L M,Winter,2025,6,7
GEOG    200B,SWEENEY S H,Winter,2025,5,11
GEOG    201,KEDRON P J,Winter,2025,0,0
GEOG    210B,GANTI N K,Winter,2025,6,10
GEOG    211C,GOULIAS K,Winter,2025,5,5
GEOG    243,MCFADDEN J P,Winter,2025,7,7
GEOG    254,CASSELS S L,Winter,2025,8,11
GEOG    264,SIEGEL D A,Winter,2025,9,9
GEOG    280,DE CARVALHO L,Winter,2025,0,0
GEOG    286,DODGE S,Winter,2025,2,6
GLOBL   221,CERPA VIELMA,Winter,2025,3,7
GLOBL   232A,CHEN J,Winter,2025,7,7
GLOBL   258,MALHOTRA A,Winter,2025,7,10
GRAD    200,BERRY L M,Winter,2025,0,0
GRAD    200,COLIN M L,Winter,2025,0,0
GRAD    200,FACCANI O,Winter,2025,0,0
GRAD    200,KUNTZMAN J D,Winter,2025,0,0
GREEK   252,DUNN F M,Winter,2025,3,7
HIST    200E,EDGAR A L,Winter,2025,3,3
HIST    201C,ZUO Y,Winter,2025,9,9
HIST    201HT,MCCRAY W P,Winter,2025,7,7
HIST    203A,BARBIERI A J,Winter,2025,0,0
HIST    203A,ZHENG X,Winter,2025,0,0
HIST    287J,FRUHSTUCK S,Winter,2025,0,6
HIST    288B,MCDONALD K L,Winter,2025,9,9
HIST    294,MOORE K A,Winter,2025,7,7
HIST    295GS,ROBERTS L S,Winter,2025,0,0
INT     201SP,BOVBJERG C R,Winter,2025,5,5
IQB     229,WAITE J H,Winter,2025,0,12
IQB     262,HAYES C S,Winter,2025,0,0
JAPAN   287J,FRUHSTUCK S,Winter,2025,2,6
LATIN   236,LINDHEIM S H,Winter,2025,2,5
LING    201,GRIES S T,Winter,2025,6,8
LING    223,MITHUN M,Winter,2025,5,7
LING    272,MITHUN M,Winter,2025,0,0
LING    505,CAMPBELL E W,Winter,2025,0,0
LING    595,BREHM L E,Winter,2025,5,5
LING    595,BUCHOLTZ M H,Winter,2025,5,5
LING    595,MITHUN M,Winter,2025,5,5
LING    595,TODD S J,Winter,2025,7,7
MARSC   595,CARLSON C A,Winter,2025,0,0
MAT     201A,YERKES K M,Winter,2025,4,5
MAT     236,FLATLEY D J,Winter,2025,5,6
MAT     240B,YERKES K M,Winter,2025,5,6
MAT     261C,NOVAK M J,Winter,2025,5,5
MAT     261D,NOVAK M J,Winter,2025,5,5
MAT     276IA,KUCHERA-MORIN,Winter,2025,6,6
MAT     595M,NOVAK M J,Winter,2025,0,0
MATH    201B,GARCIA-CERVER,Winter,2025,19,19
MATH    202B,PUTINAR M,Winter,2025,3,9
MATH    220B,AGBOOLA A,Winter,2025,14,20
MATH    221B,BIGELOW S J,Winter,2025,7,11
MATH    225B,ZHANG YITANG,Winter,2025,7,7
MATH    227B,WANG ZHEN,Winter,2025,6,6
MATH    232B,MCCAMMOND J P,Winter,2025,15,18
MATH    236A,ZHAO XIAOLEI,Winter,2025,9,11
MATH    240B,WEI G,Winter,2025,6,7
MATH    241B,DAI X Z,Winter,2025,0,0
MATH    246B,JACOBS M A,Winter,2025,5,5
MATH    260D,KRISHNA A,Winter,2025,12,12
MATH    260EE,ATZBERGER P J,Winter,2025,9,9
MATH    260L,HU R,Winter,2025,7,8
MATH    260R,CRAIG K C,Winter,2025,7,12
MATRL   200B,KRISHNAMOORTH,Winter,2025,11,45
MATRL   204,WILSON S D,Winter,2025,3,6
MATRL   206A,SPECK J S,Winter,2025,6,10
MATRL   218,SESHADRI R,Winter,2025,9,15
MATRL   219,VAN DER VEN A,Winter,2025,12,12
MATRL   220,GIANOLA D S,Winter,2025,11,14
MATRL   232,BEYERLEIN I J,Winter,2025,1,7
MATRL   251,SAKAMOTO J,Winter,2025,7,7
MATRL   271B,SALEH O A,Winter,2025,2,12
MATRL   273,BATES C M,Winter,2025,13,13
MATRL   279,VAN DE WALLE,Winter,2025,3,7
MATRL   281,HAWKER C J,Winter,2025,11,14
MATRL   286J,HARTER J W,Winter,2025,12,12
MATRL   287X,CHABINYC M L,Winter,2025,14,14
MATRL   289LM,POLLOCK T M,Winter,2025,9,9
MATRL   289Q,RENUKA BALAKR,Winter,2025,5,5
MCDB    218B,MA D,Winter,2025,2,5
MCDB    218B,MONTELL C,Winter,2025,2,5
MCDB    218B,WEIMBS T,Winter,2025,2,5
MCDB    260,GARDNER B M,Winter,2025,37,42
MCDB    260,MORRISSEY M A,Winter,2025,37,42
MCDB    262,HAYES C S,Winter,2025,0,0
MCDB    263,GARDNER B M,Winter,2025,0,0
MCDB    263,LOUIS M R,Winter,2025,0,0
MCDB    290MR,LOPEZ B J,Winter,2025,0,0
ME      203,MEZIC I,Winter,2025,3,5
ME      210B,PETZOLD L,Winter,2025,3,5
ME      211,KODIO O,Winter,2025,2,5
ME      220B,BENNETT T D,Winter,2025,5,10
ME      225ED,DRESSAIRE E M,Winter,2025,7,11
ME      225EH,HAWKES E W,Winter,2025,6,6
ME      225G,SELLIER M,Winter,2025,1,7
ME      225NN,BULLO F,Winter,2025,11,11
ME      225RM,MCMEEKING R M,Winter,2025,1,7
ME      232,BEYERLEIN I J,Winter,2025,4,6
ME      235,LUZZATTO-FEGI,Winter,2025,5,11
ME      264,GIANOLA D S,Winter,2025,9,10
ME      291A,VALENTINE M T,Winter,2025,5,9
MUS     257,OLIVEIRA J P,Winter,2025,0,0
PHIL    297A,TSOUNA V,Winter,2025,1,7
PHYS    210A,BLAES O M,Winter,2025,12,24
PHYS    215B,LUDWIG A W,Winter,2025,10,30
PHYS    217B,VIJAY K,Winter,2025,8,14
PHYS    219,FISHER M P,Winter,2025,20,32
PHYS    221B,BERENSTEIN D,Winter,2025,4,11
PHYS    223B,BALENTS L M,Winter,2025,5,8
PHYS    225B,RICHMAN J D,Winter,2025,2,5
PHYS    229A,JOHNSON C V,Winter,2025,4,7
PHYS    231B,HOROWITZ G,Winter,2025,6,9
PHYS    236,NERELLA T,Winter,2025,6,9
PHYS    238,MARCHETTI M,Winter,2025,7,12
PHYS    250,DEVORET M H,Winter,2025,4,15
PHYS    260G,DOGIC Z,Winter,2025,0,0
PHYS    260J,CARLSON J M,Winter,2025,0,0
POL S   206,MAHDAVI P,Winter,2025,6,10
POL S   295,NOMIKOS G G,Winter,2025,7,7
POL S   594SC,SINGH SATYAJ,Winter,2025,3,5
PSTAT   207B,JAMMALAMADAKA,Winter,2025,0,25
PSTAT   213B,HU R,Winter,2025,8,14
PSTAT   215A,FRANKS A,Winter,2025,15,16
PSTAT   220B,WANG Y-D,Winter,2025,8,23
PSTAT   223B,FOUQUE J-P,Winter,2025,0,8
PSTAT   231,YU G,Winter,2025,2,5
PSTAT   234,OH SANG-YUN,Winter,2025,3,8
PSTAT   237,GU M,Winter,2025,16,19
PSTAT   262MC,SHKOLNIK A D,Winter,2025,11,12
PSTAT   263,PETERS G W,Winter,2025,0,0
PSTAT   263,YU G,Winter,2025,0,0
PSTAT   274,ICHIBA T,Winter,2025,5,5
PSTAT   277B,PETERS G W,Winter,2025,3,5
PSY     221B,REIMER N,Winter,2025,1,17
PSY     228,ECKSTEIN M P,Winter,2025,5,11
PSY     238,RATNER K G,Winter,2025,8,8
PSY     592CG,MAYER R E,Winter,2025,0,0
PSY     592CP,WEBER R,Winter,2025,0,0
PSY     592DV,COSMIDES L,Winter,2025,0,0
PSY     592FS,YU H,Winter,2025,0,0
PSY     592NB,KIPPIN T E,Winter,2025,0,0
PSY     594AS,ALEXANDER A S,Winter,2025,10,10
PSY     594RM,MAYER R E,Winter,2025,3,8
PSY     594SC,GOARD M,Winter,2025,13,13
RG ST   200BD,HOLDREGE B A,Winter,2025,5,6
RG ST   223,CARLSON T A,Winter,2025,6,8
RG ST   258,WALKER D S,Winter,2025,7,8
SOC     205A,CHARLES M,Winter,2025,5,8
SOC     207B,TUROWETZ J,Winter,2025,5,6
SOC     211B,WINDER T J,Winter,2025,11,11
SOC     218C,FALASCA S,Winter,2025,3,5
SOC     226,LANUZA Y R,Winter,2025,5,5
SOC     274,RAYMOND G,Winter,2025,0,0
SOC     294,WHITEHEAD K A,Winter,2025,5,6
SPAN    205,RAMIREZ PIMIE,Winter,2025,4,5
SPAN    295B,CORTIJO A,Winter,2025,3,5
THTR    254,BENNAHUM D,Winter,2025,9,9
THTR    272,CABRANES-GRAN,Winter,2025,5,5
TMP     275,LEONARDI P M,Winter,2025,5,5
TMP     276,BECKMAN C,Winter,2025,5,5
TMP     422,SANTANA J,Winter,2025,14,33
TMP     463,TRIPSAS M,Winter,2025,12,32
TMP     491C,ZACKRISON E J,Winter,2025,9,31
WRIT    256,FANCHER P J,Winter,2025,5,6
ANTH      2,WALSH C,Spring,2025,166,517
ANTH      3,MCCLURE S B,Spring,2025,241,457
ANTH      9,THOMPSON GONZ,Spring,2025,8,30
ANTH    113,SALDIVAR TANA,Spring,2025,26,75
ANTH    130,LAWSON D W,Spring,2025,15,44
ANTH    132,JARADA M M,Spring,2025,9,31
ANTH    138TS,SMITH S T,Spring,2025,27,75
ANTH    180,SMITH S T,Spring,2025,13,19
ANTH    193,VANDERWARKER,Spring,2025,32,52
ANTH    195A,VANDERWARKER,Spring,2025,1,17
ANTH    197ES,SALDIVAR TANA,Spring,2025,19,32
ART       1A,TASCHIAN H J,Spring,2025,36,42
ART       1C,GLOVER Y H,Spring,2025,22,116
ART       7A,FULBECK L K,Spring,2025,42,85
ART      12,SAUBESTRE K L,Spring,2025,10,17
ART     100,GLOVER Y H,Spring,2025,17,22
ART     101,KOTH M K,Spring,2025,4,13
ART     105TD,BRADY S R,Spring,2025,10,15
ART     117,BELTZ E A,Spring,2025,9,21
ART     118,BELTZ E A,Spring,2025,15,20
ART     125,VANDERPOOL J,Spring,2025,20,22
ART     185LJ,JEVBRATT L V,Spring,2025,9,15
ART  CS 101,GARCIA K,Spring,2025,0,0
ART  CS 107,DJOUINI I,Spring,2025,0,0
ART  CS 107,IGNON M E,Spring,2025,0,0
ART  CS 107,PURUGGANAN L,Spring,2025,0,0
ART  CS 120,PURUGGANAN L,Spring,2025,0,0
ARTHI     5A,CHATTOPADHYAY,Spring,2025,52,324
ARTHI     6H,BOSWELL A M,Spring,2025,72,175
ARTHI     6M,MEADOW M A,Spring,2025,88,148
ARTHI   119G,BARND N B,Spring,2025,19,48
ARTHI   130G,BOSWELL A M,Spring,2025,13,47
ARTHI   134CA,STURMAN P C,Spring,2025,9,24
ARTHI   136Y,WELTER V W,Spring,2025,11,60
ARTHI   141A,RITTER G,Spring,2025,41,61
ARTHI   141D,PAUL C,Spring,2025,11,56
ARTHI   186H,PAUL C,Spring,2025,12,14
ARTHI   186Q,KHOURY N N,Spring,2025,4,10
ARTHI   186T,MCLEMORE E L,Spring,2025,8,14
AS AM     8,CHO A,Spring,2025,62,211
AS AM    71,BUSTO R V,Spring,2025,10,59
AS AM   101C,ZARATE A D,Spring,2025,13,15
AS AM   102,NISHIMURA M H,Spring,2025,9,38
AS AM   113,FUJINO D C,Spring,2025,5,35
AS AM   124,YOUNG M R,Spring,2025,16,41
AS AM   133,ZULUETA B C,Spring,2025,9,38
AS AM   136,ZHAO X,Spring,2025,13,40
AS AM   138,CHO A,Spring,2025,2,46
AS AM   151,ZULUETA B C,Spring,2025,8,23
AS AM   184,CHIN C A,Spring,2025,14,20
AS AM   194C,ZARATE A D,Spring,2025,0,0
ASTRO     1,BOWLER B P,Spring,2025,14,77
ASTRO     2,HOWELL D A,Spring,2025,10,45
BIOL CS  30,DONHAM C D,Spring,2025,0,0
BIOL CS  30,LATTO J G,Spring,2025,0,0
BIOL CS  30,TYLER C M,Spring,2025,0,0
BIOL CS 105,LATTO J G,Spring,2025,0,0
BL ST     1,MAYES K A,Spring,2025,50,115
BL ST     7,STRONGMAN R D,Spring,2025,39,53
BL ST    33,AKUDINOBI J,Spring,2025,20,53
BL ST   103,MAYES K A,Spring,2025,38,61
BL ST   117,MORRIS K P,Spring,2025,12,26
BL ST   131,SPENCER M H,Spring,2025,24,33
BL ST   138,CHAPMAN D A,Spring,2025,18,28
BL ST   145,CHAPMAN D A,Spring,2025,16,24
BL ST   174,DACOSTA M,Spring,2025,9,29
BL ST   175,AKUDINOBI J,Spring,2025,20,58
BL ST   180,STRONGMAN R D,Spring,2025,0,12
BL ST   190C,BANKS I,Spring,2025,2,6
C LIT    30C,CORREA DE SA,Spring,2025,133,205
C LIT    31,LI X,Spring,2025,53,187
C LIT    60,NESCI C,Spring,2025,22,44
C LIT    82,CHANG L,Spring,2025,2,19
C LIT   100,NEDJAT-HAIEM,Spring,2025,7,26
C LIT   102C,MIGLIO V G,Spring,2025,3,8
C LIT   156,CLITANDRE N T,Spring,2025,2,5
C LIT   165,MAZANEC T J,Spring,2025,5,6
C LIT   170,CIANO A,Spring,2025,10,27
C LIT   171,PRIETO E,Spring,2025,25,59
C LIT   181B,RAZOR S,Spring,2025,15,22
C LIT   185,VAGT C,Spring,2025,1,14
C LIT   186CC,MURUAMENDIARA,Spring,2025,0,10
C LIT   186E,MURUAMENDIARA,Spring,2025,0,8
C LIT   186FL,LARUE R J,Spring,2025,16,66
C LIT   186RA,ELISON W N,Spring,2025,12,15
CH E      5,CHADA J P,Spring,2025,5,11
CH E    110B,SHELL M S,Spring,2025,17,49
CH E    118,CHADA J P,Spring,2025,0,0
CH E    120C,DEY S S,Spring,2025,9,43
CH E    132A,GORDON M J,Spring,2025,9,51
CH E    140A,CHRISTOPHER P,Spring,2025,7,42
CH E    160,SEGALMAN R A,Spring,2025,5,23
CH E    174,MUKHERJEE ARN,Spring,2025,23,24
CH E    180A,CHADA J P,Spring,2025,12,41
CH E    180A,MEFFORD J T,Spring,2025,12,41
CH E    184B,DOHERTY M F,Spring,2025,3,47
CH E    184B,MCFARLAND E W,Spring,2025,3,47
CH ST     1C,CASILLAS D I,Spring,2025,255,560
CH ST   110,GARCIA S,Spring,2025,14,35
CH ST   118,ALDANA G V,Spring,2025,6,20
CH ST   141,BATZ G,Spring,2025,40,48
CH ST   143,GUTIERREZ-MAG,Spring,2025,24,36
CH ST   154,HERNANDEZ E D,Spring,2025,9,32
CH ST   161,SANCHEZ D,Spring,2025,22,54
CH ST   183,HERNANDEZ E D,Spring,2025,8,30
CH ST   185,SANDOVAL C,Spring,2025,3,18
